Token, Language, Named Entity, Eng-NGram Prob, Spn-NGram Prob, HMM Prob
los,Spn,O,18.9596508891,24.811570061,0.363577863578
axolotl.102,Eng,O,-23.880909112,-27.0097511105,0.0921492921493
—,Eng,O,-6.51619307604,-6.51619307604,0.452123552124
Son,Eng,O,23.058208388,21.0830943138,0.452123552124
axolotl,Eng,O,-10.8485229599,-13.9773649584,0.452123552124
",Punct,O,N/A,N/A,N/A
le,Spn,O,12.7388324346,18.2318530127,0.0921492921493
digo,Spn,O,9.96084810626,23.3490618712,0.363577863578
.,Punct,O,N/A,N/A,N/A
Ajolotes,Spn,O,-11.4675621683,3.62944061222,0.363577863578
",Punct,O,N/A,N/A,N/A
les,Spn,O,16.4613284995,19.7245489957,0.363577863578
dicen,Spn,O,5.95325145112,25.7472927819,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
México,Spn,O/LUG,-6.15758410823,20.0929095939,0.363577863578
.,Punct,O,N/A,N/A,N/A
Como,Spn,O,14.7694248589,29.4864312728,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
cuento,Spn,O,0.0251524693188,28.4682295739,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
Cortázar,Spn,O/OTROS,0.00329400646926,8.94048220955,0.363577863578
",Punct,O,N/A,N/A,N/A
¿te,Spn,O,-13.0323861521,-3.05314198715,0.363577863578
acuerdas,Spn,O,-4.57187390933,30.2175436423,0.363577863578
?,Punct,O,N/A,N/A,N/A
Son,Spn,O,23.058208388,21.0830943138,0.363577863578
aztecas,Spn,O,-9.54227130645,2.85506842571,0.363577863578
.,Punct,O,N/A,N/A,N/A
La,Spn,O,15.0596736711,20.7584499854,0.363577863578
mujer,Spn,O,4.20450043489,25.8581305702,0.363577863578
smiles,Eng,O,19.8489642254,-1.3798706441,0.0921492921493
distractedly,Eng,O,31.9025409557,7.09102767012,0.452123552124
",Punct,O,N/A,N/A,N/A
already,Eng,O/ORG,35.4472094885,1.23979742879,0.452123552124
backing,Eng,O/ORG,34.8878039568,2.53184445913,0.452123552124
away,Eng,O/ORG,26.0256975272,2.01950092376,0.452123552124
from,Eng,O/ORG,30.6676542774,4.96515256355,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
",Punct,O,N/A,N/A,N/A
slowly,Eng,O,19.9342515064,-5.24695133603,0.452123552124
",Punct,O,N/A,N/A,N/A
cual,Spn,O,2.73468305559,21.4246620613,0.0921492921493
si,Spn,O,12.0707745909,18.3101154955,0.363577863578
fuese,Spn,O,6.41069128272,15.4841715066,0.363577863578
sho,Eng,O,17.3243283117,6.96922754273,0.0921492921493
la,Spn,O,15.0596736711,20.7584499854,0.0921492921493
eccéntrica,Eng,O,-6.34672991631,-7.29183278694,0.0921492921493
",Punct,O,N/A,N/A,N/A
backing,Eng,O,34.8878039568,2.53184445913,0.452123552124
up,Eng,O,20.6253073364,5.09009066501,0.452123552124
back,Eng,O,29.9983988819,7.29283566168,0.452123552124
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
her,Eng,O,26.3438226538,12.4939274331,0.452123552124
comfortable,Eng,O,46.6905051637,10.0387330445,0.452123552124
table,Eng,O,28.6772608524,16.7436900544,0.452123552124
para,Spn,O,19.548622753,30.3122244174,0.0921492921493
comentar,Spn,O,26.5123713281,35.2251048563,0.363577863578
a,Eng,O,17.3258830744,14.3289979261,0.0921492921493
su,Spn,O,11.553321645,18.2146153575,0.0921492921493
boyfriend,Eng,O,31.7809246585,-0.250770517726,0.0921492921493
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
esa,Spn,O,4.84852531262,22.7062396413,0.363577863578
mujer,Spn,O,4.20450043489,25.8581305702,0.363577863578
staring,Eng,O,31.6614538215,0.107359798805,0.0921492921493
into,Eng,O,32.5977334223,14.314378936,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
fishtank,Eng,O,8.72751879108,-9.42170105421,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
esas,Spn,O,1.5904287746,24.2795427978,0.0921492921493
raras,Spn,O,4.4456049939,13.2791987631,0.363577863578
criaturas,Spn,O,4.7818861989,23.1503747197,0.363577863578
está,Spn,O,6.88373359932,32.0087606283,0.363577863578
chiflada,Spn,O,0.360322796587,12.0308013438,0.363577863578
.,Punct,O,N/A,N/A,N/A
Seguro,Spn,O,3.4639249171,30.2867252881,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
le,Spn,O,12.7388324346,18.2318530127,0.363577863578
está,Spn,O,6.88373359932,32.0087606283,0.363577863578
diciendo,Spn,O,3.82388118202,33.9180882557,0.363577863578
something,Eng,O,65.1981240775,2.51971811481,0.0921492921493
like,Eng,O,35.806296869,6.02830705573,0.452123552124
that,Eng,O,43.4406015376,6.92541320021,0.452123552124
.,Punct,O,N/A,N/A,N/A
¿Pequeñito,Spn,O,-35.8390619182,-6.66551496835,0.0921492921493
reptil,Spn,O,5.96097704224,3.56492481574,0.363577863578
?,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
.,Punct,O,N/A,N/A,N/A
Minúsculo,Spn,O,-4.25703465066,9.02824522416,0.363577863578
anfibio,Spn,O,-1.62827033853,-3.02936937617,0.363577863578
.,Punct,O,N/A,N/A,N/A
About,Eng,O,40.4909271023,6.66141888182,0.0921492921493
10,Spn,O,4.13107627302,7.40172132323,0.0921492921493
long,Eng,O,28.666363123,11.8468506994,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Hay,Spn,O,15.6319378153,21.4820148064,0.0921492921493
dos,Spn,O,14.2583087161,19.9923381377,0.363577863578
.,Punct,O,N/A,N/A,N/A
Pale,Spn,O/PERS,11.9043619731,15.6151293384,0.363577863578
yellow,Eng,O,26.4221838369,-5.74652058904,0.0921492921493
(,Punct,O,N/A,N/A,N/A
son,Eng,O,23.058208388,21.0830943138,0.452123552124
albinos,Eng,O,3.80209647368,5.02584063135,0.452123552124
",Punct,O,N/A,N/A,N/A
luego,Spn,O,-1.39990637429,24.996876929,0.0921492921493
me,Spn,O,20.4125145712,19.8593917724,0.363577863578
contará,Spn,O,19.4736274688,30.1583683453,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
hip,Eng,O,14.8078972778,10.0543484682,0.0921492921493
German,Eng,O/PERS,24.5531424984,11.8322286628,0.452123552124
hotel,Eng,O,21.4348251771,15.758289094,0.452123552124
owner,Eng,O,21.4499266986,-9.68051162082,0.452123552124
),Punct,O,N/A,N/A,N/A
",Punct,O,N/A,N/A,N/A
entre,Spn,O,13.3738292612,28.7606072842,0.0921492921493
banana,Eng,O,17.5568878497,11.0080324241,0.0921492921493
slug,Eng,O,9.53022930622,-0.288902878039,0.452123552124
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
baguette,Eng,O,3.63677224698,-6.18583759303,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Oh,Eng,O,21.8998884461,10.7847224058,0.452123552124
",Punct,O,N/A,N/A,N/A
cómo,Spn,O,-4.86221138255,24.6981378261,0.0921492921493
te,Spn,O,13.3726816461,18.7582370665,0.363577863578
encuentro,Spn,O,-5.14707365307,35.6629091643,0.363577863578
aquí,Spn,O,3.09540895668,27.1928163986,0.363577863578
",Punct,O,N/A,N/A,N/A
at,Eng,O,21.6092487314,9.327932083,0.0921492921493
last,Eng,O,27.1005542622,17.4049569645,0.452123552124
",Punct,O,N/A,N/A,N/A
chiquititas,Spn,O,-3.59685565751,29.2661742415,0.0921492921493
",Punct,O,N/A,N/A,N/A
with,Eng,O,34.7941120358,-3.61113676646,0.0921492921493
your,Eng,O,36.2248210058,10.2318969779,0.452123552124
pale,Spn,O,11.9043619731,15.6151293384,0.0921492921493
",Punct,O,N/A,N/A,N/A
smooth,Eng,O,17.6881916481,-9.17221956821,0.0921492921493
",Punct,O,N/A,N/A,N/A
mottled,Eng,O,19.3275144914,-2.39668806026,0.452123552124
skin,Eng,O,16.6864701177,-1.11558145122,0.452123552124
",Punct,O,N/A,N/A,N/A
tus,Spn,O,8.89267421567,17.8559299865,0.0921492921493
teensy,Eng,O,13.1515034428,-2.17940635182,0.0921492921493
froggy,Eng,O,14.2759632059,-2.93733487362,0.452123552124
forelegs,Eng,O,13.7578246482,-4.67610841715,0.452123552124
y,Spn,O,9.49071276858,13.3354107177,0.0921492921493
cuatro,Spn,O,-3.78151002045,25.794809107,0.363577863578
deditos,Spn,O,8.90102946015,18.5831111667,0.363577863578
like,Eng,O,35.806296869,6.02830705573,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
doll’s,Eng,O,14.6421144193,4.04360474127,0.452123552124
starfish,Eng,O,16.1492095501,-8.34369359011,0.452123552124
.,Punct,O,N/A,N/A,N/A
Los,Spn,O,18.9596508891,24.811570061,0.0921492921493
bracitos,Spn,O,2.83779352576,10.8606352389,0.363577863578
extendidos,Spn,O,10.6635610968,23.3666528514,0.363577863578
",Punct,O,N/A,N/A,N/A
posados,Spn,O,4.89626562852,20.639139931,0.363577863578
like,Eng,O,35.806296869,6.02830705573,0.0921492921493
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
miniature,Eng,O,28.2015293653,6.44300245232,0.452123552124
Gila,Eng,O/LUG,5.6401527212,2.66693560507,0.452123552124
monster,Eng,O,23.3292460351,17.5612231407,0.452123552124
",Punct,O,N/A,N/A,N/A
like,Eng,O,35.806296869,6.02830705573,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
South,Eng,O/ORG,29.8729810303,2.75176599037,0.452123552124
African,Eng,O/ORG,25.019822686,9.14514963499,0.452123552124
legavon,Eng,O/ORG,8.13342296596,2.36269853899,0.452123552124
through,Eng,O/ORG,48.1377392758,-7.18125313988,0.452123552124
the,Eng,O/ORG,36.4407946419,10.3298892733,0.452123552124
looking,Eng,O/ORG,41.7052835416,5.67462618737,0.452123552124
glass,Eng,O,22.3097352076,-3.17174279266,0.452123552124
",Punct,O,N/A,N/A,N/A
mirando,Spn,O,11.95760017,31.7487850572,0.0921492921493
fijamente,Spn,O,-3.35405286903,18.9622477686,0.363577863578
hacia,Spn,O,6.14533027368,24.1504984976,0.363577863578
arriba,Spn,O,9.11993418478,23.8913193753,0.363577863578
",Punct,O,N/A,N/A,N/A
hacia,Spn,O,6.14533027368,24.1504984976,0.363577863578
ninguna,Spn,O,0.684639949881,26.7113898196,0.363577863578
parte,Spn,O,19.7500361795,28.7454177912,0.363577863578
.,Punct,O,N/A,N/A,N/A
Tienes,Spn,O,8.38565227414,34.6687734759,0.363577863578
tres,Spn,O,16.1541732259,21.360091922,0.363577863578
star-prong,Eng,O,9.91647616166,-15.5530338467,0.0921492921493
branquias,Spn,O,0.472998201392,8.57077810675,0.0921492921493
above,Eng,O,26.4108667261,6.13817073805,0.0921492921493
each,Eng,O,23.4215578376,-1.45930893727,0.452123552124
would-be,Eng,O,21.5363491378,-17.1290307343,0.452123552124
oreja,Spn,O,6.00176508526,15.4136478491,0.0921492921493
.,Punct,O,N/A,N/A,N/A
De,Spn,O,13.8613083221,21.6054699814,0.363577863578
repente,Spn,O,14.9739681199,23.4639814441,0.363577863578
",Punct,O,N/A,N/A,N/A
rítmica,Spn,O,-13.8558636838,-8.01493909106,0.363577863578
",Punct,O,N/A,N/A,N/A
involuntariamente,Spn,O,25.4408123516,27.749411259,0.363577863578
se,Spn,O,16.0263074399,20.0527388466,0.363577863578
caen,Spn,O,7.87046672759,13.9399210509,0.363577863578
patrás,Spn,O,8.47234254674,19.2891649262,0.363577863578
",Punct,O,N/A,N/A,N/A
flat,Eng,O,17.9987627302,3.49319336791,0.0921492921493
to,Eng,O,25.8573893813,12.6868182002,0.452123552124
your,Eng,O,36.2248210058,10.2318969779,0.452123552124
triangular,Eng,O,22.571398012,6.13491279382,0.452123552124
head,Eng,O,27.0745125785,4.73496358323,0.452123552124
.,Punct,O,N/A,N/A,N/A
Se,Spn,O,16.0263074399,20.0527388466,0.0921492921493
agitan,Spn,O,7.72605243111,10.1679811927,0.363577863578
las,Spn,O,18.0886844066,24.1164982687,0.363577863578
cilias,Spn,O,-0.837863999855,6.07031017659,0.363577863578
delicadas,Spn,O,9.05939777593,26.9642254864,0.363577863578
",Punct,O,N/A,N/A,N/A
ínfimas,Spn,O,-26.0647723042,-13.7817386175,0.363577863578
",Punct,O,N/A,N/A,N/A
rosadas,Spn,O,3.20406880093,16.6114623053,0.363577863578
como,Spn,O,14.7694248589,29.4864312728,0.363577863578
mucosas,Spn,O,3.06615448102,19.7245632526,0.363577863578
",Punct,O,N/A,N/A,N/A
like,Eng,O,35.806296869,6.02830705573,0.0921492921493
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
inside,Eng,O,34.1837862215,12.2330474706,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
chirimoya,Spn,O,-2.20462656087,0.101178094082,0.0921492921493
o,Spn,O,9.84121486482,9.93666592365,0.363577863578
una,Spn,O,12.1931730927,23.3922265286,0.363577863578
guayaba,Spn,O,-0.643646117443,7.1362255097,0.363577863578
.,Punct,O,N/A,N/A,N/A
Your,Eng,O/PERS,36.2248210058,10.2318969779,0.0921492921493
tiny,Eng,O,19.3540439698,8.36454622016,0.452123552124
",Punct,O,N/A,N/A,N/A
gold-disk,Eng,O,4.1613488811,-9.57946122217,0.452123552124
eyes,Eng,O,14.1920225697,4.70234243417,0.452123552124
de,Spn,O,13.8613083221,21.6054699814,0.0921492921493
centro,Spn,O,16.9099266129,22.0518959343,0.363577863578
rosado,Spn,O,2.93580481434,15.2991242058,0.363577863578
siguen,Spn,O,4.45670859772,23.0016275541,0.363577863578
mirando,Spn,O,11.95760017,31.7487850572,0.363577863578
fijamente,Spn,O,-3.35405286903,18.9622477686,0.363577863578
.,Punct,O,N/A,N/A,N/A
En,Spn,O,11.7453272047,20.2379247267,0.363577863578
eso,Spn,O,6.64028478185,24.6880824812,0.363577863578
",Punct,O,N/A,N/A,N/A
Julio,Spn,PERSON/O,12.0858375123,17.2977245027,0.363577863578
",Punct,O,N/A,N/A,N/A
tuviste,Spn,O,-5.52600629754,23.445413151,0.363577863578
razón,Spn,O,2.35486389696,21.5497328805,0.363577863578
.,Punct,O,N/A,N/A,N/A
Pero,Spn,O,15.9013399098,30.2161581373,0.363577863578
no,Spn,O,20.5945773083,21.1611067622,0.363577863578
sé,Spn,O,2.26898759315,15.3937661917,0.363577863578
si,Spn,O,12.0707745909,18.3101154955,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
todo,Spn,O,14.6767374657,27.115548815,0.363577863578
lo,Spn,O,13.3644289981,19.8709452686,0.363577863578
demás,Spn,O,6.82138621746,25.7813706136,0.363577863578
.,Punct,O,N/A,N/A,N/A
Ni,Spn,O,9.80116432023,16.0006552835,0.363577863578
sé,Spn,O,2.26898759315,15.3937661917,0.363577863578
si,Spn,O,12.0707745909,18.3101154955,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
mucho,Spn,O,18.2558605027,30.6166298194,0.363577863578
más,Spn,O,-1.57068030001,21.9799693826,0.363577863578
.,Punct,O,N/A,N/A,N/A
Eso,Spn,O,6.64028478185,24.6880824812,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
escribiste,Spn,O,-0.291741596979,28.5710635059,0.363577863578
eras,Spn,O,8.81863578736,20.2409314303,0.363577863578
todo,Spn,O,14.6767374657,27.115548815,0.363577863578
vos,Spn,O,3.50056081835,13.2010072682,0.363577863578
.,Punct,O,N/A,N/A,N/A
(,Punct,O,N/A,N/A,N/A
Well,Eng,O/ORG,37.213456133,2.9422877576,0.0921492921493
",Punct,O,N/A,N/A,N/A
what/who,Eng,O,13.3757634788,-12.8340865019,0.452123552124
else,Eng,O,24.5431021505,6.9202904859,0.452123552124
could,Eng,O,38.3370490974,9.60845394712,0.452123552124
it,Eng,O,25.1994714489,5.73644785319,0.452123552124
have,Eng,O,37.423951585,9.35655377558,0.452123552124
been,Eng,O,32.4117931892,2.48393276152,0.452123552124
",Punct,O,N/A,N/A,N/A
nena,Spn,O,4.22142234672,13.2368547914,0.0921492921493
?,Punct,O,N/A,N/A,N/A
),Punct,O,N/A,N/A,N/A
Bueno,Spn,O,9.22144291587,30.2128431702,0.363577863578
",Punct,O,N/A,N/A,N/A
sí,Spn,O,2.26898759315,18.3845795543,0.363577863578
",Punct,O,N/A,N/A,N/A
admito,Eng,O,13.8998071365,12.6559300272,0.0921492921493
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
hay,Spn,O,15.6319378153,21.4820148064,0.363577863578
una,Spn,O,12.1931730927,23.3922265286,0.363577863578
fuerte,Spn,O,0.955370167363,27.4354257123,0.363577863578
pulsión,Spn,O,4.10656144355,9.08964626615,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
espiritualidad,Spn,O,0.356700078673,28.2816930003,0.363577863578
in,Eng,O,24.4634706325,11.0915247383,0.0921492921493
that,Eng,O,43.4406015376,6.92541320021,0.452123552124
gaze,Eng,O,7.01472270986,1.06868788955,0.452123552124
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
esa,Spn,O,4.84852531262,22.7062396413,0.363577863578
praying,Eng,O,27.1481120961,-0.301877651794,0.0921492921493
mantis,Spn,O,13.1881192121,18.226752361,0.0921492921493
",Punct,O,N/A,N/A,N/A
Gila,Eng,LOCATION/LUG,5.6401527212,2.66693560507,0.0921492921493
monster,Eng,O,23.3292460351,17.5612231407,0.452123552124
pose,Eng,O,19.0342508229,15.1925376959,0.452123552124
",Punct,O,N/A,N/A,N/A
en,Spn,O,11.7453272047,20.2379247267,0.0921492921493
este,Spn,O,9.77410535722,29.456535573,0.363577863578
absolute,Eng,O,36.5335057694,9.44013247799,0.0921492921493
stillness,Eng,O,30.4824645419,-11.7643090576,0.452123552124
que,Spn,O,9.91253492829,28.9576207281,0.0921492921493
mira,Spn,O,11.2162482102,25.1138021449,0.363577863578
",Punct,O,N/A,N/A,N/A
looks,Eng,O,31.0644828031,5.85576501192,0.0921492921493
through,Eng,O,48.1377392758,-7.18125313988,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
",Punct,O,N/A,N/A,N/A
past,Eng,O,23.5657129351,17.3546973177,0.452123552124
me,Eng,O,20.4125145712,19.8593917724,0.452123552124
.,Punct,O,N/A,N/A,N/A
Suddenly,Eng,O/PERS,25.4669523403,-6.13203167308,0.452123552124
",Punct,O,N/A,N/A,N/A
otro,Spn,O,4.332687388,21.2330272812,0.0921492921493
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
Uds,Spn,O/ORG,-0.0396145093882,6.72507363233,0.363577863578
.,Punct,O,N/A,N/A,N/A
se,Spn,O,16.0263074399,20.0527388466,0.363577863578
lanza,Spn,O,8.4309286088,20.588074323,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
movimiento,Spn,O,3.06208648907,29.8509933569,0.363577863578
.,Punct,O,N/A,N/A,N/A
(,Punct,O,N/A,N/A,N/A
De,Spn,O,13.8613083221,21.6054699814,0.363577863578
esta,Spn,O,12.6138333823,30.5639219155,0.363577863578
modalidad,Spn,O,-2.98800974505,15.6852976208,0.363577863578
",Punct,O,N/A,N/A,N/A
Julio,Spn,PERSON/O,12.0858375123,17.2977245027,0.363577863578
",Punct,O,N/A,N/A,N/A
nuncaescribiste,Spn,O,-17.8423001683,16.0152875223,0.363577863578
.,Punct,O,N/A,N/A,N/A
),Punct,O,N/A,N/A,N/A
Rapidísimo,Spn,O,-1.90824228419,6.75568635522,0.363577863578
te,Spn,O,13.3726816461,18.7582370665,0.363577863578
desplazas,Spn,O,0.763867660831,17.958294979,0.363577863578
",Punct,O,N/A,N/A,N/A
meneando,Spn,O,2.72548616015,18.6922298312,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
colita,Spn,O,14.0661816434,20.2953406342,0.363577863578
de,Spn,O,13.8613083221,21.6054699814,0.363577863578
polliwog,Eng,O,5.25441491079,5.20700451414,0.0921492921493
like,Eng,O,35.806296869,6.02830705573,0.452123552124
a,Eng,O,17.3258830744,14.3289979261,0.452123552124
hula,Eng,O,7.34922347216,6.28778075238,0.452123552124
dancer,Eng,O,22.8858448708,7.58092686555,0.452123552124
.,Punct,O,N/A,N/A,N/A
Tú,Spn,O,3.31381559636,16.7376431426,0.0921492921493
",Punct,O,N/A,N/A,N/A
black,Eng,O,24.4856696543,2.05414465827,0.0921492921493
beauty,Eng,O,25.1779558853,1.79012790254,0.452123552124
",Punct,O,N/A,N/A,N/A
I’ve,Eng,O,-3.58760018435,-7.2380835062,0.452123552124
never,Eng,O,34.0801171245,6.09725336733,0.452123552124
heard,Eng,O,33.1652009973,1.98769266898,0.452123552124
of,Eng,O,24.2129419658,8.38657685144,0.452123552124
your,Eng,O,36.2248210058,10.2318969779,0.452123552124
kind,Eng,O,31.4060747822,-0.17268508356,0.452123552124
(,Punct,O,N/A,N/A,N/A
pero,Spn,O,15.9013399098,30.2161581373,0.0921492921493
¿de,Spn,O,-13.0323861521,-3.05314198715,0.363577863578
qué,Spn,O,3.44018863379,26.5446048985,0.363577863578
color,Eng,O,28.0920919213,23.1610773706,0.0921492921493
se,Spn,O,16.0263074399,20.0527388466,0.0921492921493
supone,Spn,O,7.2093892938,22.1363797451,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
deben,Spn,O,6.70075822967,25.2899085431,0.363577863578
ser,Spn,O,16.2093409939,22.8081950901,0.363577863578
?,Punct,O,N/A,N/A,N/A
No,Spn,O,20.5945773083,21.1611067622,0.363577863578
me,Spn,O,20.4125145712,19.8593917724,0.363577863578
acuerdo,Spn,O,-1.02609529886,29.9294248813,0.363577863578
),Punct,O,N/A,N/A,N/A
.,Punct,O,N/A,N/A,N/A
Me,Spn,O,20.4125145712,19.8593917724,0.363577863578
tinca,Spn,O,9.27702336646,10.7232207798,0.363577863578
que,Spn,O,9.91253492829,28.9576207281,0.363577863578
eres,Spn,O,2.29865919737,23.7193629573,0.363577863578
varón,Spn,O,3.0728008161,11.4053872498,0.363577863578
.,Punct,O,N/A,N/A,N/A
Además,Spn,O,1.27883110092,26.074690539,0.363577863578
",Punct,O,N/A,N/A,N/A
hombre,Spn,O,7.01956310823,32.6721642045,0.363577863578
atrapado,Spn,O,-4.60528715265,18.6500526415,0.363577863578
.,Punct,O,N/A,N/A,N/A
Contenido,Spn,O,14.1176045745,35.6392796425,0.363577863578
.,Punct,O,N/A,N/A,N/A
Ahí,Spn,O,6.54940860068,20.384065534,0.363577863578
dentro,Spn,O,10.6721659657,27.0079300677,0.363577863578
.,Punct,O,N/A,N/A,N/A
Como,Spn,O,14.7694248589,29.4864312728,0.363577863578
boxeador,Spn,O,3.99893319291,12.7969417971,0.363577863578
.,Punct,O,N/A,N/A,N/A
Like,Eng,O,35.806296869,6.02830705573,0.0921492921493
an,Eng,O,23.2420046848,11.1126789008,0.452123552124
outclassed,Eng,O,22.2935512618,-19.9795297638,0.452123552124
middle-weight,Eng,O,25.7383026458,-18.8912433345,0.452123552124
against,Eng,O,36.1380447045,0.509169863058,0.452123552124
the,Eng,O,36.4407946419,10.3298892733,0.452123552124
ropes,Eng,O,11.2665720374,5.93508142962,0.452123552124
.,Punct,O,N/A,N/A,N/A
O,Spn,O,9.84121486482,9.93666592365,0.0921492921493
un,Spn,O,13.2822159303,18.5712294013,0.363577863578
toro,Spn,O,15.9715660995,17.7097472964,0.363577863578
acorralado,Spn,O,-6.94061259784,16.1331552328,0.363577863578
entre,Spn,O,13.3738292612,28.7606072842,0.363577863578
picador,Spn,O,5.17423542737,19.9707781806,0.363577863578
y,Spn,O,9.49071276858,13.3354107177,0.363577863578
banderrilleros,Spn,O,8.97079422639,18.2098285956,0.363577863578
.,Punct,O,N/A,N/A,N/A
Ay,Spn,O,4.66876984197,16.1012461302,0.363577863578
",Punct,O,N/A,N/A,N/A
black,Eng,O,24.4856696543,2.05414465827,0.0921492921493
beauty,Eng,O,25.1779558853,1.79012790254,0.452123552124
.,Punct,O,N/A,N/A,N/A
Acometes,Spn,O/PERS,2.80550613926,18.024195871,0.0921492921493
",Punct,O,N/A,N/A,N/A
branquias,Spn,O,0.472998201392,8.57077810675,0.363577863578
flattened,Eng,O,20.2057372734,-9.50145245619,0.0921492921493
",Punct,O,N/A,N/A,N/A
mini-tiburón,Spn,O,-7.76602305199,0.283169805348,0.0921492921493
.,Punct,O,N/A,N/A,N/A
Tu,Spn,PERSON/O,11.4576235731,16.3844238655,0.363577863578
flat,Eng,O,17.9987627302,3.49319336791,0.0921492921493
",Punct,O,N/A,N/A,N/A
wide,Eng,O,21.1032822648,-5.69057830814,0.452123552124
Aztec,Spn,O/ORG,-3.02607823041,1.59640573509,0.0921492921493
boca,Spn,O,9.34152727346,15.6552940097,0.363577863578
slightly,Eng,O,22.1243061251,-9.6837028704,0.0921492921493
open,Eng,O,21.8054664922,6.25805154027,0.452123552124
",Punct,O,N/A,N/A,N/A
tus,Spn,O,8.89267421567,17.8559299865,0.0921492921493
negros,Spn,O,2.64687169328,16.5416994506,0.363577863578
",Punct,O,N/A,N/A,N/A
pencil,Eng,O,16.35625817,9.81724271147,0.0921492921493
lead,Eng,O,22.0344996623,7.55562861576,0.452123552124
ojos,Spn,O,-3.12492190172,16.099100635,0.0921492921493
straight,Eng,O,38.2651415862,1.15311812168,0.0921492921493
ahead,Eng,O,25.5655856722,4.22015368409,0.452123552124
.,Punct,O,N/A,N/A,N/A
I,Eng,O,17.8994570652,7.18059700701,0.452123552124
bend,Eng,O,20.4278829005,10.5876286731,0.452123552124
and,Eng,O,34.6599707262,16.3582560041,0.452123552124
crane,Eng,O,12.4832489523,4.01486190217,0.452123552124
my,Eng,O,21.1466066421,8.00879906524,0.452123552124
head,Eng,O,27.0745125785,4.73496358323,0.452123552124
.,Punct,O,N/A,N/A,N/A
Mi,Spn,O,11.3642540999,18.8899933505,0.0921492921493
café,Spn,O,9.74923757381,16.8832786021,0.363577863578
irlandés,Spn,O,-5.60404933844,1.02346175054,0.363577863578
se,Spn,O,16.0263074399,20.0527388466,0.363577863578
enfría,Spn,O,1.244367718,15.0545793224,0.363577863578
en,Spn,O,11.7453272047,20.2379247267,0.363577863578
la,Spn,O,15.0596736711,20.7584499854,0.363577863578
otra,Spn,O,4.332687388,21.2681117235,0.363577863578
mesa,Spn,O,15.1698291572,19.3084411253,0.363577863578
.,Punct,O,N/A,N/A,N/A
Pero,Spn,O,15.9013399098,30.2161581373,0.363577863578
I,Eng,O/ORG,17.8994570652,7.18059700701,0.0921492921493
can’t,Eng,O/ORG,11.6340221743,7.41818220817,0.452123552124
get,Eng,O/ORG,26.9517291115,7.03742108875,0.452123552124
inside,Eng,O,34.1837862215,12.2330474706,0.452123552124
esos,Spn,O,3.38218824382,25.9607454542,0.0921492921493
ojitos,Spn,O,-8.25482061664,12.2381657281,0.363577863578
negros,Spn,O,2.64687169328,16.5416994506,0.363577863578
.,Punct,O,N/A,N/A,N/A
Ay,Spn,O,4.66876984197,16.1012461302,0.363577863578
",Punct,O,N/A,N/A,N/A
mini-dinosaurio,Eng,O,-6.20745928983,-8.69655920531,0.0921492921493
te,Spn,O,13.3726816461,18.7582370665,0.0921492921493
lanzas,Spn,O,3.78653770966,20.0643452944,0.363577863578
.,Punct,O,N/A,N/A,N/A
Tropiezas,Spn,O/ORG,2.68282029779,13.7705410591,0.363577863578
contra,Spn,O,29.7426946451,33.9667180379,0.363577863578
el,Spn,O,12.8307496608,20.3546840988,0.363577863578
